Name,security_num,issuer_or_corp_num,is_fossil
טיב טעם,103010,520041187,0.0
"טיב טעם- טיב טעם הולדינגס 1 בע""מ",103010,520041187,0.0
"*המלט- המ-לט (ישראל-קנדה) בע""מ",1080324,520041575,0.0
המ-לט,1080324,520041575,0.0
המלט,1080324,520041575,0.0
"המלט(ישראל קנדה) מ""ר 1",1080324,520041575,0.0
המלט*,1080324,520041575,0.0
רימוני,1080456,520041823,0.0
"רימוני תעשיות מ""ר 1",1080456,520041823,0.0
גמאטרוניק,1080522,520041872,0.0
סאטקום מערכות,1080597,520041674,0.0
סאטקום - הפחתה,10805970,520041674,0.0
אנליסט,1080613,520041963,0.0
"אנליסט- אנליסט אי.אמ.אס.-שרותי ניהול השקעות בע""מ",1080613,520041963,0.0
איזי אנרגיה,1080688,520041773,0.0
אילקס מדיקל,1080753,520042219,0.0
"אילקס מדיקל מ""ר",1080753,520042219,0.0
"אילקס מדיקל- אילקס מדיקל בע""מ",1080753,520042219,0.0
"שניב תעשיות נייר בע""מ מ""ר 1",1080837,520041732,0.0
"שניב- שניב תעשיות נייר בע""מ",1080837,520041732,0.0
אינטר תעשיות*,1080928,520042458,0.0
ישרוטל,1080985,520042482,0.0
"ישרוטל- ישרוטל בע""מ",1080985,520042482,0.0
איסתא,1081074,520042763,0.0
איסתא*,1081074,520042763,0.0
איסתא- איסתא,1081074,520042763,0.0
"איסתא- איסתא ליינס בע""מ",1081074,520042763,0.0
אלביט הדמיה,1081116,520043035,0.0
אלביט הדמיה רפואית 1,1081116,520043035,0.0
אלביט מערכות,1081124,520043027,0.0
אלביט מערכות דואלי,1081124,520043027,0.0
אלביט מערכות- אלביט מערכות,1081124,520043027,0.0
"אלביט מערכות- אלביט מערכות בע""מ",1081124,520043027,0.0
אלביט מערכות  - הפחתה,10811240,520043027,0.0
אלביט מערכות דואלי חסום,10811240,520043027,0.0
מגדל,1081165,520029984,0.0
מגדל ביטוח,1081165,520029984,0.0
"מגדל ביטוח- מגדל אחזקות ביטוח ופיננסים בע""מ",1081165,520029984,0.0
"מגדל ביטוח- מגדל חברה לביטוח בע""מ",1081165,520029984,0.0
"*לודן- לודן חברה להנדסה בע""מ",1081439,520043381,0.0
לודן*,1081439,520043381,0.0
"לודן- לודן חברה להנדסה בע""מ",1081439,520043381,0.0
"*בית שמש- מנועי בית שמש אחזקות (1997) בע""מ",1081561,520043480,0.0
בית שמש,1081561,520043480,0.0
מנועי בית שמש אחזקות (1997)- מנועי בית שמש אחזקות (1997),1081561,520043480,0.0
מנועי בית שמש*,1081561,520043480,0.0
"*פלסאון תעשיות- פלסאון תעשיות בע""מ",1081603,520042912,0.0
פלסאון תעשיות,1081603,520042912,0.0
"פלסאון תעשיות בע""מ מ""ר",1081603,520042912,0.0
פלסאון תעשיות*,1081603,520042912,0.0
סאמיט,1081686,520043720,0.0
"סאמיט- סאמיט אחזקות נדל""ן בע""מ",1081686,520043720,0.0
"סאמיט- סאמיט אחזקות נדל""ן.",1081686,520043720,0.0
סאמיט - הפחתה,10816860,520043720,0.0
דש איפקס,1081843,520043795,0.0
מיטב דש,1081843,520043795,0.0
מיטב דש השקעות,1081843,520043795,0.0
"מיטב דש- מיטב דש השקעות בע""מ",1081843,520043795,0.0
שיכון ובינוי,1081942,520036104,0.0
"שיכון ובינוי- שיכון ובינוי - אחזקות בע""מ",1081942,520036104,0.0
"שיכון ובינוי- שיכון ובינוי בע""מ",1081942,520036104,0.0
מג'יק,1082312,520036740,0.0
מג'יק תעשיות תכנה דואלי,1082312,520036740,0.0
מג'יק*,1082312,520036740,0.0
מג'יק- מג'יק,1082312,520036740,0.0
"מג'יק- מג'יק תעשיות תכנה בע""מ",1082312,520036740,0.0
מגיק,1082312,520036740,0.0
סאני תקשורת,1082353,520031808,0.0
סאני תקשורת (סקיילקס),1082353,520031808,0.0
סאני תקשורת*,1082353,520031808,0.0
"סאני תקשורת- סאני תקשורת סלולרית  בע""מ",1082353,520031808,0.0
סקיילקס,1082353,520031808,0.0
טאואר,1082379,520041997,0.0
טאואר (דואלי),1082379,520041997,0.0
טאואר סמיקונדקטור,1082379,520041997,0.0
טאואר*,1082379,520041997,0.0
טאואר- טאואר,1082379,520041997,0.0
"טאואר- טאואר סמיקונדקטור בע""מ",1082379,520041997,0.0
גילת,1082510,520038936,0.0
"גילת- גילת רשתות לווין בע""מ",1082510,520038936,0.0
תפרון,1082585,520043407,0.0
אלומיי,1082635,520039868,0.0
"אלומיי קפיטל- אלומיי קפיטל בע""מ",1082635,520039868,0.0
אלומיי*,1082635,520039868,0.0
אלומיי - הפחתה,10826350,520039868,0.0
אלומיי קפיטל - הפחתה,10826350,520039868,0.0
תאת טכנולוגיות,1082726,520035791,0.0
"תאת טכנולוגיות- תאת טכנולוגיות בע""מ",1082726,520035791,0.0
אודיוקודס,1082965,520044132,0.0
"אודיוקודס- אודיוקודס בע""מ",1082965,520044132,0.0
"אינטרנט זהב- אינטרנט גולד - קווי זהב בע""מ",1083443,520044264,0.0
חברת פרטנר תקשורת דואלי,1083484,520044314,0.0
פרטנר,1083484,520044314,0.0
פרטנר בכספת U בנק,1083484,520044314,0.0
פרטנר*,1083484,520044314,0.0
"פרטנר- חברת פרטנר תקשורת בע""מ",1083484,520044314,0.0
פרטנר- פרטנר תקשורת,1083484,520044314,0.0
יוניטרוניקס,1083831,520044199,0.0
"קווליטאו בע""מ מר 1",1083955,511896540,0.0
"קווליטאו- קווליטאו בע""מ",1083955,511896540,0.0
אי.אל.די,1084003,511029373,0.0
אי.אל.די אדוונסט לוגיסטיקס מר'1,1084003,511029373,0.0
"אי.אל.די- אי.אל.די. אדוונסד לוגיסטיקס דוולופמנטס בע""מ",1084003,511029373,0.0
דלק קבוצה,1084128,520044322,1.0
דלק קבוצה- דלק קבוצה,1084128,520044322,1.0
קבוצת דלק,1084128,520044322,1.0
"קבוצת דלק בע""מ מ""ר 1",1084128,520044322,1.0
קנביט - הפחתה,10843670,512101460,0.0
פועלים איביאי*,1084482,511819617,0.0
"פועלים איביאי- פועלים אי.בי.אי.-ניהול וחיתום בע""מ",1084482,511819617,0.0
נובה,1084557,511812463,0.0
נובה דואלי,1084557,511812463,0.0
נובה*,1084557,511812463,0.0
נובה- נובה,1084557,511812463,0.0
"נובה- נובה מכשירי מדידה בע""מ",1084557,511812463,0.0
"*חילן טק- חילן טק בע""מ",1084698,520039942,0.0
חילן טק,1084698,520039942,0.0
"חילן טק מ""ר 1",1084698,520039942,0.0
חילן טק*,1084698,520039942,0.0
"חילן טק- חילן טק בע""מ",1084698,520039942,0.0
"עילוי פיננסי מ""ר 1 -ס",1084763,512882804,0.0
"סינאל תעשיות בע""מ מר",1084953,511416612,0.0
סינאל,1084953,511416612,0.0
"סינאל- סינאל מלל פייווי בע""מ",1084953,511416612,0.0
קומפיוגן,1085208,511779639,0.0
ארן*,1085265,510959596,0.0
"ארן- ארן מחקר ופיתוח (1982) בע""מ",1085265,510959596,0.0
"גמול מ""ר",1086206,1134,0.0
"*או.אר.טי- או.אר.טי.טכנולוגיות בע""מ",1086230,513057588,0.0
"או.אר.טי- או.אר.טי.טכנולוגיות בע""מ",1086230,513057588,0.0
אוארטי,1086230,513057588,0.0
אוארטי*,1086230,513057588,0.0
פוקס,1087022,512157603,0.0
פוקס ויזל,1087022,512157603,0.0
"פוקס- ויזל- פוקס-ויזל בע""מ",1087022,512157603,0.0
פוקס- פוקס,1087022,512157603,0.0
סאפיינס,1087659,1146,0.0
סאפיינס- סאפיינס,1087659,53368,0.0
סאפיינס- סאפיינס אינטרנשיונל קורפוריישן N.V,1087659,1146,0.0
סאפינס דואלי,1087659,53368,0.0
סאפינס*,1087659,1146,0.0
ספיאנס,1087659,53368,0.0
אל על,1087824,520017146,0.0
קרדן אן.וי 2.0 יורו,1087949,1154,0.0
קרדן נ.ו,1087949,NV1239114,0.0
ספאנטק,1090117,512288713,0.0
תדיר גן,1090141,511870891,0.0
"תדיר גן- תדיר-גן (מוצרים מדוייקים) 1993 בע""מ",1090141,511870891,0.0
דמרי,1090315,511399388,0.0
"דמרי בניה ופיתוח מ""ר",1090315,511399388,0.0
"דמרי- י.ח דמרי בניה ופיתוח בע""מ",1090315,511399388,0.0
"דמרי- י.ח.דמרי בניה ופיתוח בע""מ",1090315,511399388,0.0
דמרי חסום,10903150,511399388,0.0
"*אלספק- אלספק הנדסה בע""מ",1090364,511297541,0.0
אלספק,1090364,511297541,0.0
אלספק*,1090364,511297541,0.0
שלאג,1090547,513507574,0.0
שלאג,1090547,1198,0.0
"שלאג- שלא""ג תעשיות בע""מ",1090547,513507574,0.0
"*רם-און- רם-און השקעות והחזקות (1999) בע""מ",1090943,512776964,0.0
רם און,1090943,512776964,0.0
רם און*,1090943,512776964,0.0
"רם-און- רם-און השקעות והחזקות (1999) בע""מ",1090943,512776964,0.0
"*מיטרוניקס- מיטרוניקס בע""מ",1091065,511527202,0.0
מיטרוניקס,1091065,511527202,0.0
מיטרוניקס*,1091065,511527202,0.0
לפידות חלץ יהש- לפידות-חלץ - שותפות מוגבלת,1091248,550217129,1.0
אפי נכסים,1091354,510560188,0.0
אפריקה נכסים,1091354,510560188,0.0
"אפריקה נכסים- אפי נכסים בע""מ",1091354,510560188,0.0
אפריקה נכסים- אפריקה נכסים,1091354,510560188,0.0
"*ארד- ארד בע""מ",1091651,510007800,0.0
ארד,1091651,510007800,0.0
"ארד מ""ר",1091651,510007800,0.0
ארד*,1091651,510007800,0.0
"ארד- ארד בע""מ",1091651,510007800,0.0
"פיסיבי טכנולוגיות- פי.סי.בי. טכנולוגיות בע""מ",1091685,511888356,0.0
"*גולן פלסטיק- גולן מוצרי פלסטיק בע""מ",1091933,513029975,0.0
גולן מוצרי פלסטיק,1091933,513029975,0.0
גולן פלסטיק,1091933,513029975,0.0
גולן פלסטיק*,1091933,513029975,0.0
"גולן פלסטיק- גולן מוצרי פלסטיק בע""מ",1091933,513029975,0.0
"עמיר שיווק- עמיר שיווק והשקעות בחקלאות בע""מ",1092204,513615286,0.0
חלל,1092345,511396046,0.0
חלל- חלל תקשורת,1092345,511396046,0.0
בי גי איי,1092709,510291750,0.0
"בי.ג'י.איי (שימור)- בי.ג'י.איי השקעות (1961) בע""מ",1092709,510291750,0.0
ביג'יאיי- בי ג'י איי,1092709,510291750,0.0
"*פלסטופיל- חברת פלסטופיל הזורע בע""מ",1092840,513681247,0.0
פלסטופיל*,1092840,513681247,0.0
דור אלון,1093202,520043878,1.0
"אלקטרה נדל""ן מנ",1094044,510607328,0.0
"אלקטרה נדל""ן",1094044,510607328,0.0
אלקטרה נדלן,1094044,510607328,0.0
אלקטרה נדלן*,1094044,510607328,0.0
קמהדע,1094119,511524605,0.0
"קמהדע- קמהדע בע""מ",1094119,511524605,0.0
ברימאג,1094283,511786378,0.0
"ברימאג דיגיטל אייג' מ""ר",1094283,511786378,0.0
"ברימאג- ברימאג דיגיטל אייג' בע""מ",1094283,511786378,0.0
ברם תעשיות,1094515,513579482,0.0
אופל,1094986,513734566,0.0
"אופל בלאנס- אופל בלאנס השקעות בע""מ",1094986,513734566,0.0
מילומור סחר,1094986,513734566,0.0
"דקסיה אג""ח ב",1095066,513704304,0.0
"דקסיה הנפקות אג""ח ב'- דקסיה ישראל הנפ",1095066,513704304,0.0
דקסיה הנפקות אגח ב,1095066,513704304,0.0
דקסיה ישראל אג2,1095066,513704304,0.0
דקסיה ישראל אגח ב,1095066,513704304,0.0
מוניציפיל הנפ אג ב*,1095066,513704304,0.0
מוניציפל הנ אגח ב,1095066,513704304,0.0
מוניציפל הנ אגח ב 4.65- מוניציפל הנפקות בעמ,1095066,513704304,0.0
מנצפל הנפ אג 2,1095066,513704304,0.0
שלטהנ.ק2,1095066,513704304,0.0
ביולייט,1095223,513680793,0.0
קמטק,1095264,511235434,0.0
קמטק דואלי,1095264,511235434,0.0
"קמטק- קמטק בע""מ",1095264,511235434,0.0
"הדסית ביו- אייץ' בי אל - הדסית ביו אחזקות בע""מ",1095405,513734590,0.0
נקסטקום,1095785,511687568,0.0
פריון נטוורק,1095819,512849498,0.0
אייר פורט סיטי,1095835,511659401,0.0
איירפורט סיטי,1095835,511659401,0.0
אירפורט סיטי,1095835,511659401,0.0
אירפורט סיטי*,1095835,511659401,0.0
אירפורט סיטי- איירפורט סיטי,1095835,511659401,0.0
"אירפורט סיטי- איירפורט סיטי בע""מ",1095835,511659401,0.0
ארפט,1095835,511659401,0.0
"*גניגר- גניגר מפעלי פלסטיק בע""מ",1095892,512416991,0.0
גניגר,1095892,512416991,0.0
גניגר*,1095892,512416991,0.0
"גניגר- גניגר מפעלי פלסטיק בע""מ",1095892,512416991,0.0
"ביו ויו- ביו ויו בע""מ",1096049,512671371,0.0
אטראו שוקי הון,1096106,513773564,0.0
אטראו שוקי הון בע''מ,1096106,513773564,0.0
אטראו שוקי הון*,1096106,513773564,0.0
"אטראו שוקי הון- אטראו שוקי הון בע""מ לשעבר לידר",1096106,513773564,0.0
לידר הון,1096106,513773564,0.0
לידר שוקי הון,1096106,513773564,0.0
גולף,1096148,510289564,0.0
סלקום ב' 5.3%,1096270,511930125,0.0
דורסל*,1096676,512112806,0.0
מדיקל ישראל,1096890,512565730,0.0
פארמוקן,1096890,512565730,0.0
"כלל ביטוח אג""ח א- כללביט",1097138,513754069,0.0
כללביט אג1,1097138,513754069,0.0
כללביט אגח א,1097138,513754069,0.0
"כללביט אגח א- כללביט מימון בע""מ",1097138,513754069,0.0
"כללביט מימון אגח א' ז""פ 2021.6.1",1097138,513754069,0.0
"קפיטל פוינט- קפיטל פוינט בע""מ",1097146,512950320,0.0
"ב. יאיר- ב.יאיר חברה קבלנית לעבודות בניה 1988 בע""מ",1097229,511327017,0.0
ביג,1097260,513623314,0.0
ביג מרכזי קניות,1097260,513623314,0.0
ביג- ביג,1097260,513623314,0.0
"ביג- ביג מרכזי קניות (2004) בע""מ",1097260,513623314,0.0
אמות,1097278,520026683,0.0
אמות*,1097278,520026683,0.0
אמות- אמות,1097278,520026683,0.0
"אמות- אמות השקעות בע""מ",1097278,520026683,0.0
אמות חסום,10972780,520026683,0.0
נטקס,1097344,512758350,0.0
אמות השקעות ק.1(ריבית לקבל),1097385,520026683,0.0
"*אפריקה מגורים- אפריקה ישראל מגורים בע""מ",1097948,520034760,0.0
אפריקה ישראל מגורים,1097948,520034760,0.0
"אפריקה ישראל מגורים בע""מ- אפריקה ישראל מגורים בע""מ",1097948,520034760,0.0
אפריקה ישראל מגורים*,1097948,520034760,0.0
אפריקה מגורים,1097948,520034760,0.0
אפריקה מגורים*,1097948,520034760,0.0
"אפריקה מגורים- אפריקה ישראל מגורים בע""מ",1097948,520034760,0.0
רבוע כחול נדלן,1098565,513765859,0.0
רבוע נדלן,1098565,513765859,0.0
"רבוע נדלן- רבוע כחול נדל""ן בע""מ",1098565,513765859,0.0
סאנפלאואר,1098755,520043597,0.0
סאנפלאואר- סאנפלאואר,1098755,520043597,0.0
*ריט 1,1098920,513821488,0.0
"*ריט 1- ריט 1 בע""מ",1098920,513821488,0.0
ריט 1,1098920,513821488,0.0
ריט 1*,1098920,513821488,0.0
"ריט 1- ריט 1 בע""מ",1098920,513821488,0.0
ריט1,1098920,513821488,0.0
ריט1*,1098920,513821488,0.0
ריט1- ריט 1,1098920,513821488,0.0
"*אלוט תקשורת- אלוט תקשרות בע""מ",1099654,512394776,0.0
אלוט,1099654,512394776,0.0
אלוט תקשורת,1099654,512394776,0.0
אלוט תקשורת*,1099654,512394776,0.0
"הראל ביטוח מימון אג""ח א",1099738,513834200,0.0
"הראל הנפקות אג""ח א'- הראל הנפקות",1099738,513834200,0.0
הראל הנפקות אג1,1099738,513834200,0.0
הראל הנפקות אגח א,1099738,513834200,0.0
"הראל הנפקות אגח א- הראל ביטוח מימון והנפקות בע""מ",1099738,513834200,0.0
פטרוטקס יהש,1099761,550222764,1.0
מיקרונט,1099787,510930787,0.0
"*פז נפט- פז חברת הנפט בע""מ",1100007,510216054,1.0
פז נפט,1100007,510216054,1.0
פז נפט*,1100007,510216054,1.0
"פז נפט- פז חברת הנפט בע""מ",1100007,510216054,1.0
פז נפט- פז נפט,1100007,510216054,1.0
בריינסוויי,1100718,513890764,0.0
אמפל אמרי אגח  א,1100833,2023,0.0
"*אבגול- אבגול תעשיות 1953 בע""מ",1100957,510119068,0.0
אבגול,1100957,510119068,0.0
אבגול*,1100957,510119068,0.0
"אבגול- אבגול תעשיות 1953 בע""מ",1100957,510119068,0.0
"אנדימד בע""מ",1101021,513487629,0.0
אליום מדיקל,1101450,513488833,0.0
ביול,1101518,513398750,0.0
"*סלקום- סלקום ישראל בע""מ",1101534,511930125,0.0
סלקום,1101534,511930125,0.0
סלקום CEL*,1101534,511930125,0.0
סלקום דואלי,1101534,511930125,0.0
סלקום- סלקום,1101534,511930125,0.0
בבילון,1101666,512512468,0.0
"בבילון- בבילון בע""מ",1101666,512512468,0.0
.פרשקובסקי השק,1102128,513817817,0.0
פרשקובסקי,1102128,513817817,0.0
פרשקובסקי*,1102128,513817817,0.0
פרשקובסקי - הפחתה,11021280,513817817,0.0
פרידנזון,1102219,510712466,0.0
סולגרין,1102235,512882747,0.0
איתמר,1102458,512434218,0.0
איתמר מדיקל,1102458,512434218,0.0
"איתמר- איתמר מדיקל בע""מ",1102458,512434218,0.0
"חנן מור- קבוצת חנן מור אחזקות בע""מ",1102532,513605519,0.0
"חנן מור ( חסום)- קבוצת חנן מור אחזקות בע""מ",11025320,513605519,0.0
4בינל הנפ אג,1103126,513141879,0.0
בינל הנפ אג4,1103126,513141879,0.0
בינל הנפק התח ד,1103126,513141879,0.0
"בינל הנפק נדח התח ד- הבינלאומי הראשון הנפקות בע""מ",1103126,513141879,0.0
בינלאומי הנפ. התח ד,1103126,513141879,0.0
בינלאומי הנפקות התח ד - סחיר מ 11031260,1103126,513141879,0.0
בינלאומי הנפקות התחייבות אגח ד,1103126,513141879,0.0
"בינלאמי הנפקות ש""ה ד- בינלאומי הנפקות",1103126,513141879,0.0
"*אוריין- אוריין ש.מ. בע""מ",1103506,511068256,0.0
אוריין,1103506,511068256,0.0
אוריין*,1103506,511068256,0.0
"אוריין- אוריין ש.מ. בע""מ",1103506,511068256,0.0
אורן,1103506,511068256,0.0
מפעלי ע.שנפ ושות,1103571,512665373,0.0
"שנפ- מפעלי ע. שנפ ושות' בע""מ",1103571,512665373,0.0
1מנורה הון אג,1103670,513937714,0.0
מנורה א,1103670,513937714,0.0
מנורה גיוס הון א' 2022 %4.05,1103670,513937714,0.0
מנורה הון אג1,1103670,513937714,0.0
מנורה הון אגח 1,1103670,513937714,0.0
מנורה הון אגח א,1103670,513937714,0.0
"מנורה הון אגח א- מנורה מבטחים גיוס הון בע""מ",1103670,513937714,0.0
די.אן.איי ביומד,1103852,513600056,0.0
די.אן.איי ביומדיקל,1103852,513600056,0.0
"*רבל- רבל אי.סי.אס. בע""מ",1103878,513506329,0.0
רבל,1103878,513506329,0.0
רבל אי.סי.אס בעמ*,1103878,513506329,0.0
רבל*,1103878,513506329,0.0
רבל- רבל,1103878,513506329,0.0
"רבל- רבל אי.סי.אס. בע""מ",1103878,513506329,0.0
רבל אי.סי.אס חסום 200219- רבל,11038780,513506329,0.0
צמח המרמן,1104058,512531203,0.0
צמח המרמן*,1104058,512531203,0.0
"צמח המרמן- צ.מ.ח המרמן בע""מ",1104058,512531203,0.0
רמי לוי,1104249,513770669,0.0
רמי לוי- רמי לוי שיווק השקמה 2006,1104249,513770669,0.0
"רמי לוי- רשת חנויות רמי לוי שיווק השיקמה 2006 בע""מ",1104249,513770669,0.0
כלל ביוטכנולוגיה,1104280,511898835,0.0
כלל ביוטכנולוגיה- כלל ביוטכנו,1104280,511898835,0.0
"כלל ביוטכנולוגיה- כלל תעשיות ביוטכנולוגיה בע""מ",1104280,511898835,0.0
מגה אור,1104488,513257873,0.0
מגה אור*,1104488,513257873,0.0
"מגה אור- מגה אור החזקות בע""מ",1104488,513257873,0.0
מגה אור ( חסום),11044880,513257873,0.0
מגה אור חסום,11044880,513257873,0.0
אורד,1104496,512499344,0.0
גאון אחזקות,1104744,512623950,0.0
חממה סחר,1104785,512398017,0.0
המשביר 365 החזקות בעמ- משביר לצרכן,1104959,513389270,0.0
המשביר לצרכן,1104959,513389270,0.0
משביר לצרכן,1104959,513389270,0.0
תיגבור,1105022,510882830,0.0
"תיגבור- תיגבור-מאגר כח אדם מקצועי זמני בע""מ",1105022,510882830,0.0
אבוג'ן,1105055,512838723,0.0
"אבוג'ן- אבוג'ן בע""מ",1105055,512838723,0.0
אבוגן,1105055,512838723,0.0
נטו מלינדה,1105097,511725459,0.0
נטו מלינדה מניה,1105097,511725459,0.0
נטו מלינדה*,1105097,511725459,0.0
"נטו מלינדה- נטו מלינדה סחר בע""מ",1105097,511725459,0.0
מישורים,1105196,511491839,0.0
מישורים חב' לפיתוח,1105196,511491839,0.0
"מישורים- מישורים חברה לפיתוח בע""מ",1105196,511491839,0.0
1קרדן אן.וי אג,1105535,1154,0.0
קרדן אן וי אגח א,1105535,1154,0.0
קרדן אן וי אגח א  - סחיר מ 1102680,1105535,1239114,0.0
13קבוצת דלק אג,1105543,520044322,1.0
דלק קב אגח יג',1105543,520044322,1.0
"דלק קבוצה אג""ח יג- דלק קבוצה",1105543,520044322,1.0
קב דלק אג יג,1105543,520044322,1.0
קבוצה דלק אגח 13,1105543,520044322,1.0
קבוצת דלק אג13,1105543,520044322,1.0
דלק כב,1106046,520044322,1.0
דלק קב אגח כב,1106046,520044322,1.0
"דלק קבוצה  אג""ח כ""ב- דלק קבוצה",1106046,520044322,1.0
"דלק קבוצה אג""ח כ""ב- דלק קבוצה",1106046,520044322,1.0
קב דלק אג כב,1106046,520044322,1.0
קבוצת דלק אג22,1106046,520044322,1.0
אינטרקיור,1106376,512051699,0.0
מצלאואי,1106749,512726712,0.0
מצלאוי,1106749,512726712,0.0
מצלאוי- מצלאוי,1106749,512726712,0.0
קמן קפיטל,1106806,513979906,0.0
בי קומיוניקיישנס,1107663,512832742,0.0
בי קומיוניקיישנס- בי קומיונקיישנס,1107663,512832742,0.0
בי קומיונקיישנס,1107663,1422,0.0
בי קומיוניקיישנס חסום 240119- בי קומיונקיישנס,11076630,512832742,0.0
מירלנד,1108638,1502,0.0
מירלנד- מירלנד,1108638,153010,0.0
פלאזה סנט אגח א,1109495,1476,0.0
פלאזה סנטר אג1,1109495,1476,0.0
פלאזה סנטר אגח א- פלאזה סנטרס אן וי,1109495,33248324,0.0
פלאזה סנטרס אגח א,1109495,33248324,0.0
פלאזה סנטרס אגח א- פלאזה סנטרס,1109495,33248324,0.0
פלאזה אג2,1109503,33248324,0.0
פלאזה סנט אגח ב,1109503,1476,0.0
"פלאזה סנטר אג""ח ב'",1109503,1476,0.0
"פלאזה סנטר אג""ח ב- פלאזה סנטרס אן וי",1109503,33248324,0.0
פלאזה סנטרס אגח ב,1109503,33248324,0.0
פלאזה סנטרס אגח ב- פלאזה סנטרס,1109503,33248324,0.0
"סלע נדל""ן",1109644,513992529,0.0
"סלע נדל""ן- סלע קפיטל נדל""ן בע""מ",1109644,513992529,0.0
סלע נדלן,1109644,513992529,0.0
"סלע נדלן- סלע קפיטל נדל""ן בע""מ",1109644,513992529,0.0
סלע קפיטל,1109644,513992529,0.0
"סלע קפיטל נדל""ן",1109644,513992529,0.0
פלאזה סנטר- פלאזה סנטרס,1109917,33248324,0.0
פלאזה סנטר- פלאזה סנטרס אן וי,1109917,33248324,0.0
פלאזה סנטרס,1109917,1476,0.0
פלאזה סנטרס,1109917,33248324,0.0
ויתניה,1109966,512096793,0.0
"ויתניה בע""מ מ""ר",1109966,512096793,0.0
ויתניה*,1109966,512096793,0.0
אדמה אג 2,1110915,520043605,0.0
"אדמה אג""ח ב (מכתשים אגן)",1110915,520043605,0.0
"אדמה אג""ח ב'",1110915,1063,0.0
"אדמה אג""ח ב- אדמה",1110915,520043605,0.0
אדמה אג2,1110915,520043605,0.0
אדמה אגח ב,1110915,520043605,0.0
אדמה אגח ב - מכתשים לשעבר הוסחר 1100445,1110915,520043605,0.0
"אדמה אגח ב- אדמה פתרונות לחקלאות בע""מ",1110915,520043605,0.0
אדמה אגחב,1110915,520043605,0.0
אדמה לשעבר מכתשים אגן ב,1110915,520043605,0.0
אדמה אג 2 חסום,11109150,520043605,0.0
אדמה אג 2 חסום 05.20,11109150,513731554,0.0
אדמה אג2 חסום,11109150,520043605,0.0
"אדמה אגח ב (חסום) 6520- אדמה פתרונות לחקלאות בע""מ",11109150,520043605,0.0
אדמה אגח ב הנפ פרטית 06.05.20,11109150,520043605,0.0
אדמה אגח ב-הפחתה,11109150,520043605,0.0
"אדמה אגח ב חסום- אדמה פתרונות לחקלאות בע""מ",11109151,520043605,0.0
"מכתשים אגן אג""ח ד",1110931,520043605,0.0
קרדן אן וי אגח 2- קרדן אן.וי.,1113034,1239114,0.0
קרדן אן וי אגח ב,1113034,1154,0.0
קרדן אן וי אגח ב,1113034,1239114,0.0
קרדן אן וי אגח ב- קרדן אן.וי.,1113034,520041005,0.0
קרדן אןוי אגח ב,1113034,,0.0
קרדן אןוי אגח ב,1113034,1154,0.0
"*אגוד הנפק שה נד 1- אגוד הנפקות בע""מ",1115278,513668277,0.0
אגוד הנ שה נד 1,1115278,513668277,0.0
אגוד הנ שה1,1115278,513668277,0.0
אגוד הנפק 1 שה,1115278,513668277,0.0
"אגוד הנפק שה נד 1- אגוד הנפקות בע""מ",1115278,513668277,0.0
אגוד הנפקות שה נד 1,1115278,513668277,0.0
אגוד הנפקות שה נד 1*,1115278,513668277,0.0
אגוד הנפקות שה1,1115278,513668277,0.0
"*אגוד הנפקות שה נד 2- אגוד הנפקות בע""מ",1115286,513668277,0.0
אגוד הנפקות שה נד 2,1115286,513668277,0.0
אגוד הנפקות שה נד 2*,1115286,513668277,0.0
"אגוד הנפקות שה נד 2- אגוד הנפקות בע""מ",1115286,513668277,0.0
אגוד הנפקות שה2,1115286,513668277,0.0
דלק קב אגח יח,1115823,520044322,1.0
דלק קבוצה אג18,1115823,520044322,1.0
דלק קבוצה אגח יח,1115823,520044322,1.0
"דלק קבוצה י""ח- דלק קבוצה",1115823,520044322,1.0
קב דלק אג יח,1115823,520044322,1.0
דקמא קפיטל,1116177,513627901,0.0
גמול השקעות אג2,1116755,520018136,0.0
גמול השקעות אגח ב,1116755,1134,0.0
"אמות אג""ח ג",1117357,520026683,0.0
"אמות אג""ח ג- אמות",1117357,520026683,0.0
אמות אג3,1117357,520026683,0.0
אמות אגח ג,1117357,520026683,0.0
אמות אגח ג*,1117357,520026683,0.0
"אמות אגח ג- אמות השקעות בע""מ",1117357,520026683,0.0
אלון גז,1117688,514329580,1.0
"אלון גז מ""ר",1117688,514329580,1.0
"אלון חיפושי גז- אלון חיפושי גז טבעי בע""מ",1117688,514329580,1.0
"קרדן נדל""ן יזום מ""ר",1118447,520041005,0.0
קרדן נדלן,1118447,520041005,0.0
"קרדן נדלן יזום- קרדן נדל""ן יזום ופיתוח בע""מ",1118447,520041005,0.0
"קרדן נדלן מ""ר",1118447,520041005,0.0
פרטנר     ד,1118835,520044314,0.0
"פרטנר אג""ח ד- פרטנר תקשורת",1118835,520044314,0.0
פרטנר אג4,1118835,520044314,0.0
פרטנר אגח ד,1118835,520044314,0.0
"פרטנר אגח ד- חברת פרטנר תקשורת בע""מ",1118835,520044314,0.0
לוינשטיין נכסים- לוינשטיין נכסים,1119080,511134298,0.0
לוינשטיין נכסים- לוינשטין נכסים,1119080,511134298,0.0
לוינשטין נכסים,1119080,511134298,0.0
"הראל הנפקות אג""ח ה- הראל הנפקות",1119221,513834200,0.0
הראל הנפקות אג5,1119221,513834200,0.0
